"id_transaksi","id_stasiun","tanggal","durasi_menit","energi_kwh","status","pendapatan"
"TRX00852","ST010",2026-06-06,63,51.93,"Gagal",0
"TRX00853","ST001",2026-01-23,26,31.69,"Selesai",79225
"TRX00854","ST006",2026-06-18,58,5.78,"Selesai",14450
"TRX00855","ST007",2026-06-16,19,41.7,"Selesai",104250
"TRX00856","ST004",2026-02-02,45,21.91,"Selesai",54775
"TRX00857","ST002",2026-04-04,36,33.84,"Selesai",84600
"TRX00858","ST005",2026-05-31,53,49.59,"Gagal",0
"TRX00859","ST006",2026-03-06,27,56.06,"Selesai",140150
"TRX00860","ST005",2026-05-22,61,56.66,"Selesai",141650
"TRX00861","ST005",2026-03-11,87,8.48,"Selesai",21200
"TRX00862","ST007",2026-05-20,40,44.51,"Gagal",0
"TRX00863","ST001",2026-02-14,64,5.39,"Selesai",13475
"TRX00864","ST003",2026-06-06,10,29.64,"Selesai",74100
"TRX00865","ST001",2026-04-11,55,41.8,"Selesai",104500
"TRX00866","ST008",2026-01-12,35,45.06,"Selesai",112650
"TRX00867","ST004",2026-01-23,57,49.72,"Gagal",0
"TRX00868","ST003",2026-02-14,65,37.24,"Selesai",93100
"TRX00869","ST006",2026-05-07,25,10.54,"Selesai",26350
"TRX00870","ST001",2026-06-23,40,43.53,"Selesai",108825
"TRX00871","ST009",2026-02-01,60,34.9,"Gagal",0
"TRX00872","ST008",2026-05-30,59,42.29,"Gagal",0
"TRX00873","ST004",2026-02-19,33,33.56,"Selesai",83900
"TRX00874","ST009",2026-02-26,46,56.35,"Selesai",140875
"TRX00875","ST006",2026-03-01,11,12.87,"Selesai",32175
"TRX00876","ST007",2026-03-15,41,40.09,"Selesai",100225
"TRX00877","ST004",2026-04-06,45,28.79,"Selesai",71975
"TRX00878","ST006",2026-04-08,72,23.97,"Selesai",59925
"TRX00879","ST008",2026-06-16,54,16.94,"Selesai",42350
"TRX00880","ST002",2026-04-23,44,51.58,"Selesai",128950
"TRX00881","ST008",2026-03-29,60,27.16,"Gagal",0
"TRX00882","ST010",2026-02-04,49,16.64,"Selesai",41600
"TRX00883","ST007",2026-03-01,57,34.7,"Selesai",86750
"TRX00884","ST009",2026-02-03,37,26.06,"Gagal",0
"TRX00885","ST008",2026-02-23,58,20.16,"Selesai",50400
"TRX00886","ST003",2026-06-12,55,5.45,"Selesai",13625
"TRX00887","ST003",2026-06-08,59,39.76,"Gagal",0
"TRX00888","ST004",2026-04-09,43,36.73,"Selesai",91825
"TRX00889","ST009",2026-03-23,61,46.55,"Selesai",116375
"TRX00890","ST009",2026-03-10,28,45.47,"Selesai",113675
"TRX00891","ST001",2026-03-27,29,43.42,"Gagal",0
"TRX00892","ST006",2026-06-28,38,7.34,"Selesai",18350
"TRX00893","ST007",2026-05-26,63,38.19,"Gagal",0
"TRX00894","ST001",2026-01-16,59,59.69,"Selesai",149225
"TRX00895","ST001",2026-04-23,60,55.05,"Selesai",137625
"TRX00896","ST008",2026-02-22,38,14.66,"Selesai",36650
"TRX00897","ST006",2026-02-21,62,8.92,"Gagal",0
"TRX00898","ST004",2026-06-12,45,10.4,"Selesai",26000
"TRX00899","ST010",2026-01-28,33,40.79,"Selesai",101975
"TRX00900","ST010",2026-01-14,33,25.41,"Selesai",63525
"TRX00901","ST004",2026-03-15,47,56.38,"Gagal",0
"TRX00902","ST004",2026-03-31,74,38.97,"Gagal",0
"TRX00903","ST006",2026-01-03,55,31.25,"Gagal",0
"TRX00904","ST004",2026-03-24,42,23.14,"Selesai",57850
"TRX00905","ST002",2026-02-07,39,22.48,"Selesai",56200
"TRX00906","ST005",2026-04-07,31,42.97,"Selesai",107425
"TRX00907","ST001",2026-04-05,14,27.48,"Selesai",68700
"TRX00908","ST003",2026-06-13,49,15.26,"Gagal",0
"TRX00909","ST002",2026-02-02,20,14.05,"Selesai",35125
"TRX00910","ST004",2026-04-19,68,47.23,"Selesai",118075
"TRX00911","ST001",2026-06-11,43,8.54,"Selesai",21350
"TRX00912","ST001",2026-06-24,46,35.28,"Selesai",88200
"TRX00913","ST005",2026-04-26,44,12.08,"Selesai",30200
"TRX00914","ST008",2026-02-06,60,58.38,"Selesai",145950
"TRX00915","ST010",2026-03-28,53,57.71,"Selesai",144275
"TRX00916","ST010",2026-02-06,43,40.64,"Selesai",101600
"TRX00917","ST005",2026-05-28,66,56,"Selesai",140000
"TRX00918","ST002",2026-05-08,60,31.52,"Selesai",78800
"TRX00919","ST003",2026-03-06,47,35.49,"Selesai",88725
"TRX00920","ST004",2026-05-20,29,35.48,"Selesai",88700
"TRX00921","ST009",2026-01-14,64,5.32,"Selesai",13300
"TRX00922","ST005",2026-06-08,56,43.99,"Selesai",109975
"TRX00923","ST005",2026-05-15,39,9.96,"Selesai",24900
"TRX00924","ST004",2026-01-20,48,16.52,"Selesai",41300
"TRX00925","ST007",2026-02-14,24,6.5,"Selesai",16250
"TRX00926","ST008",2026-04-21,58,13.63,"Selesai",34075
"TRX00927","ST004",2026-01-15,17,5.83,"Gagal",0
"TRX00928","ST001",2026-05-01,56,49.25,"Gagal",0
"TRX00929","ST003",2026-02-06,43,32.1,"Selesai",80250
"TRX00930","ST006",2026-03-20,50,34.35,"Selesai",85875
"TRX00931","ST006",2026-05-27,33,11.07,"Selesai",27675
"TRX00932","ST005",2026-06-23,51,8.81,"Selesai",22025
"TRX00933","ST008",2026-06-27,59,5.49,"Selesai",13725
"TRX00934","ST005",2026-04-19,39,14.2,"Selesai",35500
"TRX00935","ST009",2026-03-03,38,37.35,"Gagal",0
"TRX00936","ST004",2026-03-23,45,34.77,"Selesai",86925
"TRX00937","ST004",2026-02-27,35,42.94,"Selesai",107350
"TRX00938","ST001",2026-06-09,38,53.43,"Selesai",133575
"TRX00939","ST003",2026-05-07,75,15.26,"Selesai",38150
"TRX00940","ST009",2026-04-16,40,36.7,"Selesai",91750
"TRX00941","ST006",2026-04-02,26,58.29,"Selesai",145725
"TRX00942","ST002",2026-03-13,11,32.34,"Selesai",80850
"TRX00943","ST004",2026-02-02,35,30.35,"Gagal",0
"TRX00944","ST001",2026-05-06,35,22.71,"Selesai",56775
"TRX00945","ST010",2026-06-28,39,24.01,"Selesai",60025
"TRX00946","ST001",2026-03-30,28,17.89,"Gagal",0
"TRX00947","ST004",2026-03-26,52,27.93,"Selesai",69825
"TRX00948","ST010",2026-01-30,10,19.38,"Gagal",0
"TRX00949","ST002",2026-06-24,58,25.06,"Selesai",62650
"TRX00950","ST004",2026-05-19,47,41.93,"Selesai",104825
"TRX00951","ST001",2026-05-14,65,32.63,"Selesai",81575
"TRX00952","ST006",2026-05-22,55,20.38,"Selesai",50950
"TRX00953","ST001",2026-01-10,69,6.97,"Selesai",17425
"TRX00954","ST010",2026-02-24,47,36.56,"Selesai",91400
"TRX00955","ST001",2026-03-05,51,33.65,"Selesai",84125
"TRX00956","ST007",2026-06-29,24,26.01,"Selesai",65025
"TRX00957","ST007",2026-06-27,42,34.45,"Selesai",86125
"TRX00958","ST009",2026-01-09,22,35.99,"Gagal",0
"TRX00959","ST007",2026-02-26,61,57.83,"Selesai",144575
"TRX00960","ST007",2026-05-07,45,51.54,"Gagal",0
"TRX00961","ST006",2026-04-28,12,13.9,"Gagal",0
"TRX00962","ST007",2026-06-12,51,48.32,"Selesai",120800
"TRX00963","ST004",2026-02-26,49,42.14,"Selesai",105350
"TRX00964","ST009",2026-03-05,55,31.53,"Gagal",0
"TRX00965","ST004",2026-01-01,79,32.24,"Gagal",0
"TRX00966","ST008",2026-04-15,49,13.83,"Selesai",34575
"TRX00967","ST004",2026-03-31,64,25.39,"Gagal",0
"TRX00968","ST003",2026-06-29,42,44.47,"Selesai",111175
"TRX00969","ST009",2026-06-05,39,42.06,"Selesai",105150
"TRX00970","ST003",2026-06-16,54,35.47,"Selesai",88675
"TRX00971","ST006",2026-01-05,59,57.23,"Gagal",0
"TRX00972","ST006",2026-02-22,33,13.57,"Selesai",33925
"TRX00973","ST007",2026-02-19,64,10.14,"Selesai",25350
"TRX00974","ST002",2026-02-21,32,51.33,"Selesai",128325
"TRX00975","ST004",2026-04-24,38,47.94,"Selesai",119850
"TRX00976","ST003",2026-03-08,48,49.52,"Selesai",123800
"TRX00977","ST001",2026-06-21,48,24.15,"Selesai",60375
"TRX00978","ST001",2026-01-10,49,18.43,"Selesai",46075
"TRX00979","ST010",2026-05-20,39,10.31,"Selesai",25775
"TRX00980","ST004",2026-03-04,34,59.8,"Gagal",0
"TRX00981","ST006",2026-03-27,42,24.14,"Selesai",60350
"TRX00982","ST004",2026-04-26,40,5.05,"Gagal",0
"TRX00983","ST006",2026-02-16,49,19.84,"Gagal",0
"TRX00984","ST009",2026-03-23,46,45.75,"Gagal",0
"TRX00985","ST006",2026-06-16,56,17.31,"Selesai",43275
"TRX00986","ST003",2026-06-11,37,22.35,"Selesai",55875
"TRX00987","ST008",2026-03-04,41,43.54,"Selesai",108850
"TRX00988","ST004",2026-02-20,67,36.7,"Selesai",91750
"TRX00989","ST003",2026-03-24,50,47.83,"Selesai",119575
"TRX00990","ST008",2026-01-22,27,13.09,"Selesai",32725
"TRX00991","ST010",2026-06-23,54,29.56,"Gagal",0
"TRX00992","ST004",2026-04-04,46,27.16,"Selesai",67900
"TRX00993","ST009",2026-03-17,28,48.18,"Selesai",120450
"TRX00994","ST008",2026-01-09,31,19.83,"Selesai",49575
"TRX00995","ST004",2026-04-08,48,58.34,"Selesai",145850
"TRX00996","ST004",2026-05-29,50,42.99,"Selesai",107475
"TRX00997","ST002",2026-02-23,44,41.73,"Selesai",104325
"TRX00998","ST004",2026-01-25,44,42.19,"Selesai",105475
"TRX00999","ST006",2026-01-26,39,42.55,"Selesai",106375
"TRX01000","ST004",2026-04-29,62,47.21,"Selesai",118025
"TRX01001","ST009",2026-01-01,59,40.46,"Gagal",0
"TRX01002","ST004",2026-06-02,18,41.04,"Selesai",102600
"TRX01003","ST009",2026-05-14,25,30.69,"Selesai",76725
"TRX01004","ST002",2026-01-05,50,30.61,"Gagal",0
"TRX01005","ST006",2026-02-06,30,35.91,"Gagal",0
"TRX01006","ST004",2026-05-13,28,30.39,"Selesai",75975
"TRX01007","ST002",2026-02-15,49,23.85,"Gagal",0
"TRX01008","ST010",2026-04-06,44,58.29,"Selesai",145725
"TRX01009","ST003",2026-03-01,47,10.26,"Selesai",25650
"TRX01010","ST009",2026-05-07,33,49.15,"Selesai",122875
"TRX01011","ST006",2026-03-31,33,11.57,"Selesai",28925
"TRX01012","ST002",2026-05-23,47,31.2,"Selesai",78000
"TRX01013","ST003",2026-06-03,45,7.26,"Selesai",18150
"TRX01014","ST003",2026-02-27,45,56.33,"Gagal",0
"TRX01015","ST003",2026-01-29,32,16.25,"Selesai",40625
"TRX01016","ST009",2026-04-15,49,42.07,"Selesai",105175
"TRX01017","ST004",2026-05-06,46,40.34,"Gagal",0
"TRX01018","ST003",2026-06-28,64,30.32,"Selesai",75800
"TRX01019","ST009",2026-05-28,38,30.4,"Selesai",76000
"TRX01020","ST001",2026-02-08,59,13.45,"Selesai",33625
"TRX01021","ST008",2026-05-19,31,34.14,"Selesai",85350
"TRX01022","ST004",2026-01-24,49,39.96,"Selesai",99900
"TRX01023","ST001",2026-04-25,29,31.01,"Selesai",77525
"TRX01024","ST001",2026-03-17,59,43.36,"Selesai",108400
"TRX01025","ST004",2026-02-02,52,10.32,"Selesai",25800
"TRX01026","ST001",2026-04-15,41,19.36,"Selesai",48400
"TRX01027","ST006",2026-04-27,43,50.91,"Selesai",127275
"TRX01028","ST004",2026-03-04,50,13.75,"Selesai",34375
"TRX01029","ST005",2026-04-23,53,46.95,"Selesai",117375
"TRX01030","ST008",2026-03-24,64,10.05,"Selesai",25125
"TRX01031","ST005",2026-02-05,39,27.32,"Selesai",68300
"TRX01032","ST003",2026-01-24,36,15.51,"Gagal",0
"TRX01033","ST004",2026-02-13,88,29.08,"Gagal",0
"TRX01034","ST003",2026-06-28,31,52.19,"Selesai",130475
"TRX01035","ST001",2026-04-15,50,48.36,"Selesai",120900
"TRX01036","ST002",2026-04-18,61,42.41,"Selesai",106025
"TRX01037","ST005",2026-01-27,10,47.15,"Selesai",117875
"TRX01038","ST007",2026-01-10,64,14.73,"Selesai",36825
"TRX01039","ST006",2026-06-04,58,5.05,"Gagal",0
"TRX01040","ST004",2026-02-01,38,8.13,"Selesai",20325
"TRX01041","ST005",2026-01-29,38,54.58,"Selesai",136450
"TRX01042","ST001",2026-02-22,47,5.15,"Selesai",12875
"TRX01043","ST001",2026-04-01,79,39.03,"Selesai",97575
"TRX01044","ST007",2026-01-07,59,14.6,"Selesai",36500
"TRX01045","ST010",2026-05-03,34,19.48,"Selesai",48700
"TRX01046","ST003",2026-03-08,37,42.6,"Selesai",106500
"TRX01047","ST002",2026-02-15,37,16.53,"Selesai",41325
"TRX01048","ST009",2026-03-14,53,11.38,"Selesai",28450
"TRX01049","ST005",2026-06-26,78,43.48,"Gagal",0
"TRX01050","ST004",2026-01-12,43,39.1,"Selesai",97750
"TRX01051","ST009",2026-01-08,50,58.38,"Gagal",0
"TRX01052","ST003",2026-03-03,49,57.71,"Selesai",144275
"TRX01053","ST004",2026-01-09,77,51.85,"Gagal",0
"TRX01054","ST007",2026-01-07,24,5.84,"Gagal",0
"TRX01055","ST001",2026-06-09,39,23.08,"Selesai",57700
"TRX01056","ST009",2026-05-15,55,29.88,"Selesai",74700
"TRX01057","ST007",2026-01-13,32,17.6,"Selesai",44000
"TRX01058","ST002",2026-05-06,31,14.06,"Selesai",35150
"TRX01059","ST004",2026-03-23,95,13.8,"Selesai",34500
"TRX01060","ST001",2026-05-19,48,50.7,"Selesai",126750
"TRX01061","ST004",2026-01-25,32,48.93,"Selesai",122325
"TRX01062","ST008",2026-03-21,51,32.61,"Selesai",81525
"TRX01063","ST004",2026-05-09,38,20.39,"Selesai",50975
"TRX01064","ST004",2026-01-15,26,40.11,"Selesai",100275
"TRX01065","ST001",2026-05-05,53,40.44,"Selesai",101100
"TRX01066","ST010",2026-03-30,72,36.35,"Gagal",0
"TRX01067","ST008",2026-04-15,76,38.41,"Selesai",96025
"TRX01068","ST003",2026-06-13,29,37.52,"Selesai",93800
"TRX01069","ST006",2026-03-30,12,9,"Gagal",0
"TRX01070","ST007",2026-05-06,69,39.6,"Selesai",99000
"TRX01071","ST002",2026-01-30,54,37.91,"Selesai",94775
"TRX01072","ST004",2026-04-05,30,14.1,"Gagal",0
"TRX01073","ST006",2026-05-11,31,17.99,"Gagal",0
"TRX01074","ST005",2026-06-24,27,54.5,"Selesai",136250
"TRX01075","ST003",2026-05-03,49,19.86,"Selesai",49650
"TRX01076","ST007",2026-04-10,50,56.53,"Gagal",0
"TRX01077","ST008",2026-01-09,48,49.33,"Selesai",123325
"TRX01078","ST004",2026-02-28,41,29.2,"Selesai",73000
"TRX01079","ST004",2026-03-09,41,12.72,"Gagal",0
"TRX01080","ST004",2026-04-05,49,28.54,"Gagal",0
"TRX01081","ST006",2026-03-05,50,57.96,"Gagal",0
"TRX01082","ST005",2026-02-05,27,6.8,"Selesai",17000
"TRX01083","ST001",2026-04-02,68,19.76,"Gagal",0
"TRX01084","ST010",2026-02-08,24,36.11,"Selesai",90275
"TRX01085","ST010",2026-03-13,26,30.81,"Selesai",77025
"TRX01086","ST004",2026-01-05,24,5.67,"Selesai",14175
"TRX01087","ST005",2026-01-21,75,34.33,"Selesai",85825
"TRX01088","ST002",2026-06-05,53,28.07,"Gagal",0
"TRX01089","ST010",2026-06-11,45,30.79,"Selesai",76975
"TRX01090","ST004",2026-01-31,33,8.75,"Selesai",21875
"TRX01091","ST008",2026-05-02,45,15.68,"Selesai",39200
"TRX01092","ST004",2026-05-06,38,16.56,"Selesai",41400
"TRX01093","ST009",2026-06-30,70,44.14,"Selesai",110350
"TRX01094","ST002",2026-06-16,52,28.93,"Selesai",72325
"TRX01095","ST003",2026-06-29,22,58.68,"Gagal",0
"TRX01096","ST002",2026-03-18,26,43.53,"Gagal",0
"TRX01097","ST002",2026-01-09,56,33.09,"Gagal",0
"TRX01098","ST004",2026-06-22,30,55.58,"Gagal",0
"TRX01099","ST008",2026-04-30,48,13.54,"Gagal",0
"TRX01100","ST002",2026-04-27,37,23.42,"Gagal",0
"TRX01101","ST004",2026-05-23,42,32.51,"Selesai",81275
"TRX01102","ST007",2026-02-07,47,27.87,"Gagal",0
"TRX01103","ST007",2026-03-19,60,27.3,"Selesai",68250
"TRX01104","ST004",2026-05-25,46,27.48,"Selesai",68700
"TRX01105","ST006",2026-06-04,46,53.38,"Selesai",133450
"TRX01106","ST007",2026-01-20,57,22.12,"Selesai",55300
"TRX01107","ST009",2026-01-11,46,14.93,"Selesai",37325
"TRX01108","ST006",2026-06-07,46,25.86,"Gagal",0
"TRX01109","ST009",2026-04-17,44,26.37,"Selesai",65925
"TRX01110","ST008",2026-06-24,40,46.92,"Gagal",0
"TRX01111","ST007",2026-01-06,70,51.59,"Gagal",0
"TRX01112","ST001",2026-01-28,33,57.83,"Selesai",144575
"TRX01113","ST005",2026-06-12,35,37.49,"Gagal",0
"TRX01114","ST010",2026-06-23,15,56.79,"Selesai",141975
"TRX01115","ST004",2026-02-18,24,53.54,"Selesai",133850
"TRX01116","ST004",2026-03-16,35,30,"Selesai",75000
"TRX01117","ST009",2026-03-25,56,7.59,"Gagal",0
"TRX01118","ST009",2026-04-27,41,44.65,"Selesai",111625
"TRX01119","ST004",2026-06-22,43,17.83,"Selesai",44575
"TRX01120","ST008",2026-05-06,40,20.38,"Selesai",50950
"TRX01121","ST010",2026-03-19,33,18.28,"Gagal",0
"TRX01122","ST008",2026-04-05,43,8.62,"Selesai",21550
"TRX01123","ST002",2026-05-13,43,30.01,"Gagal",0
"TRX01124","ST001",2026-04-12,61,43.39,"Selesai",108475
"TRX01125","ST009",2026-06-09,54,10.72,"Selesai",26800
"TRX01126","ST009",2026-02-22,49,40.39,"Selesai",100975
"TRX01127","ST002",2026-03-13,36,20.75,"Gagal",0
"TRX01128","ST009",2026-03-31,22,56.97,"Selesai",142425
"TRX01129","ST004",2026-01-21,53,6.73,"Selesai",16825
"TRX01130","ST006",2026-05-02,25,28.71,"Gagal",0
"TRX01131","ST004",2026-01-08,33,45.29,"Selesai",113225
"TRX01132","ST010",2026-01-01,44,7.38,"Selesai",18450
"TRX01133","ST010",2026-05-04,67,23.53,"Selesai",58825
"TRX01134","ST004",2026-01-02,65,38.67,"Selesai",96675
"TRX01135","ST006",2026-02-27,38,37.59,"Selesai",93975
"TRX01136","ST002",2026-03-18,68,8.57,"Selesai",21425
"TRX01137","ST001",2026-06-18,81,30.02,"Gagal",0
"TRX01138","ST004",2026-01-23,42,12.26,"Selesai",30650
"TRX01139","ST001",2026-01-08,48,44.85,"Selesai",112125
"TRX01140","ST002",2026-03-04,46,22.71,"Gagal",0
"TRX01141","ST003",2026-04-29,62,41.31,"Selesai",103275
"TRX01142","ST005",2026-03-15,20,22.94,"Gagal",0
"TRX01143","ST006",2026-03-06,38,6.9,"Selesai",17250
"TRX01144","ST010",2026-05-27,41,9.63,"Gagal",0
"TRX01145","ST003",2026-01-10,64,10.52,"Selesai",26300
"TRX01146","ST003",2026-04-14,54,51.9,"Gagal",0
"TRX01147","ST004",2026-01-16,31,14.71,"Selesai",36775
"TRX01148","ST001",2026-03-04,40,39.1,"Selesai",97750
"TRX01149","ST006",2026-01-24,70,6.8,"Gagal",0
"TRX01150","ST004",2026-04-02,37,14.85,"Gagal",0
"TRX01151","ST008",2026-02-27,48,5.9,"Selesai",14750
"TRX01152","ST004",2026-03-15,72,15.94,"Selesai",39850
"TRX01153","ST005",2026-01-09,50,51.09,"Selesai",127725
"TRX01154","ST009",2026-04-25,47,11.04,"Gagal",0
"TRX01155","ST002",2026-03-13,29,30.37,"Selesai",75925
"TRX01156","ST005",2026-01-08,52,40.06,"Selesai",100150
"TRX01157","ST006",2026-06-27,64,29.33,"Selesai",73325
"TRX01158","ST002",2026-03-21,48,49.59,"Selesai",123975
"TRX01159","ST009",2026-05-24,41,25.94,"Selesai",64850
"TRX01160","ST003",2026-04-19,35,22.87,"Selesai",57175
"TRX01161","ST002",2026-04-25,42,12.97,"Selesai",32425
"TRX01162","ST006",2026-02-05,61,51.51,"Gagal",0
"TRX01163","ST001",2026-06-07,47,43.49,"Selesai",108725
"TRX01164","ST006",2026-03-26,65,25.61,"Selesai",64025
"TRX01165","ST004",2026-06-08,59,39.09,"Selesai",97725
"TRX01166","ST003",2026-05-12,39,38.1,"Selesai",95250
"TRX01167","ST004",2026-01-10,36,30.82,"Selesai",77050
"TRX01168","ST001",2026-05-13,49,52.73,"Selesai",131825
"TRX01169","ST007",2026-05-20,51,41.16,"Selesai",102900
"TRX01170","ST006",2026-04-10,28,17.1,"Selesai",42750
"TRX01171","ST004",2026-01-28,32,52.48,"Selesai",131200
"TRX01172","ST007",2026-02-28,46,34.97,"Selesai",87425
"TRX01173","ST008",2026-04-17,16,8.59,"Selesai",21475
"TRX01174","ST008",2026-01-28,41,43.64,"Selesai",109100
"TRX01175","ST004",2026-01-13,59,46.66,"Selesai",116650
"TRX01176","ST004",2026-02-22,31,23.49,"Selesai",58725
"TRX01177","ST006",2026-04-28,37,50.99,"Selesai",127475
"TRX01178","ST005",2026-05-10,64,35.75,"Selesai",89375
"TRX01179","ST006",2026-02-15,39,29.13,"Selesai",72825
"TRX01180","ST005",2026-02-07,34,41.03,"Gagal",0
"TRX01181","ST006",2026-05-07,27,27.29,"Selesai",68225
"TRX01182","ST004",2026-03-16,55,53.51,"Gagal",0
"TRX01183","ST002",2026-03-06,40,43.58,"Selesai",108950
"TRX01184","ST003",2026-04-04,49,50.15,"Selesai",125375
"TRX01185","ST010",2026-03-04,40,10.12,"Selesai",25300
"TRX01186","ST009",2026-03-15,45,24.06,"Selesai",60150
"TRX01187","ST006",2026-01-29,53,38.01,"Selesai",95025
"TRX01188","ST006",2026-06-01,26,45.08,"Gagal",0
"TRX01189","ST006",2026-05-29,23,34.85,"Selesai",87125
"TRX01190","ST008",2026-05-20,39,56.69,"Selesai",141725
"TRX01191","ST002",2026-02-14,35,41.48,"Selesai",103700
"TRX01192","ST010",2026-01-23,62,19.56,"Selesai",48900
"TRX01193","ST001",2026-02-18,45,32.82,"Selesai",82050
"TRX01194","ST004",2026-02-24,21,55.71,"Selesai",139275
"TRX01195","ST005",2026-04-14,24,32.69,"Selesai",81725
"TRX01196","ST007",2026-02-22,40,9.69,"Selesai",24225
"TRX01197","ST004",2026-02-18,77,25.5,"Selesai",63750
"TRX01198","ST004",2026-04-04,42,15.17,"Selesai",37925
"TRX01199","ST009",2026-01-20,32,44.13,"Selesai",110325
"TRX01200","ST006",2026-05-10,43,35.5,"Selesai",88750
"TRX01201","ST006",2026-06-30,32,16.51,"Gagal",0
"TRX01202","ST006",2026-05-31,57,7.43,"Gagal",0
"TRX01203","ST007",2026-06-22,35,49.66,"Gagal",0
"TRX01204","ST003",2026-06-02,27,39.41,"Gagal",0
"TRX01205","ST009",2026-06-20,39,13.18,"Gagal",0
"TRX01206","ST008",2026-02-17,37,5.91,"Selesai",14775
"TRX01207","ST009",2026-05-11,46,38.25,"Selesai",95625
"TRX01208","ST002",2026-02-08,55,17.59,"Selesai",43975
"TRX01209","ST003",2026-02-26,47,34.36,"Selesai",85900
"TRX01210","ST007",2026-03-21,55,14.38,"Selesai",35950
"TRX01211","ST005",2026-03-16,33,59.65,"Gagal",0
"TRX01212","ST005",2026-05-23,31,50.37,"Selesai",125925
"TRX01213","ST004",2026-04-03,41,32.52,"Selesai",81300
"TRX01214","ST001",2026-02-21,47,12.47,"Gagal",0
"TRX01215","ST009",2026-01-01,37,10.32,"Selesai",25800
"TRX01216","ST002",2026-01-18,40,54.65,"Gagal",0
"TRX01217","ST001",2026-04-06,55,19.48,"Selesai",48700
"TRX01218","ST006",2026-04-18,56,16.46,"Gagal",0
"TRX01219","ST004",2026-01-08,56,17.23,"Selesai",43075
"TRX01220","ST009",2026-05-08,50,25.22,"Selesai",63050
"TRX01221","ST004",2026-03-25,62,48.75,"Selesai",121875
"TRX01222","ST007",2026-01-10,54,16.19,"Gagal",0
"TRX01223","ST002",2026-01-18,41,9.82,"Gagal",0
"TRX01224","ST001",2026-05-25,64,52.26,"Gagal",0
"TRX01225","ST005",2026-03-22,39,20.01,"Gagal",0
"TRX01226","ST009",2026-06-06,49,10.07,"Selesai",25175
"TRX01227","ST007",2026-05-09,43,51.01,"Gagal",0
"TRX01228","ST004",2026-01-14,25,47.37,"Selesai",118425
"TRX01229","ST008",2026-06-18,50,23.34,"Selesai",58350
"TRX01230","ST002",2026-03-24,22,50.96,"Selesai",127400
"TRX01231","ST009",2026-03-31,63,37.69,"Selesai",94225
"TRX01232","ST004",2026-04-23,52,24.42,"Selesai",61050
"TRX01233","ST003",2026-05-10,49,41.19,"Selesai",102975
"TRX01234","ST010",2026-01-12,42,10.32,"Gagal",0
"TRX01235","ST009",2026-01-03,35,32.11,"Selesai",80275
"TRX01236","ST002",2026-05-24,64,47.12,"Selesai",117800
"TRX01237","ST007",2026-06-29,45,42.27,"Selesai",105675
"TRX01238","ST006",2026-03-25,71,14.13,"Selesai",35325
"TRX01239","ST002",2026-06-28,50,25.9,"Selesai",64750
"TRX01240","ST004",2026-06-18,76,15.31,"Selesai",38275
"TRX01241","ST009",2026-05-10,48,52.03,"Selesai",130075
"TRX01242","ST006",2026-04-05,31,18.55,"Gagal",0
"TRX01243","ST009",2026-03-11,65,57.6,"Gagal",0
"TRX01244","ST005",2026-06-27,65,14.63,"Selesai",36575
"TRX01245","ST003",2026-03-11,36,11.18,"Selesai",27950
"TRX01246","ST009",2026-06-05,46,57.33,"Selesai",143325
"TRX01247","ST007",2026-03-18,31,57.44,"Gagal",0
"TRX01248","ST009",2026-02-17,42,45.17,"Selesai",112925
"TRX01249","ST003",2026-02-20,20,8.01,"Gagal",0
"TRX01250","ST010",2026-03-03,60,39.79,"Gagal",0
"TRX01251","ST010",2026-02-09,59,41.7,"Selesai",104250
"TRX01252","ST010",2026-05-06,22,20.53,"Gagal",0
"TRX01253","ST001",2026-02-24,42,59.1,"Gagal",0
"TRX01254","ST004",2026-05-28,47,51.93,"Selesai",129825
"TRX01255","ST007",2026-05-27,37,27.08,"Selesai",67700
"TRX01256","ST004",2026-03-08,44,13.51,"Gagal",0
"TRX01257","ST007",2026-04-29,44,26.73,"Selesai",66825
"TRX01258","ST001",2026-03-17,49,27.92,"Gagal",0
"TRX01259","ST006",2026-02-28,30,52.44,"Selesai",131100
"TRX01260","ST008",2026-02-22,39,52.57,"Selesai",131425
"TRX01261","ST007",2026-02-19,36,10.97,"Selesai",27425
"TRX01262","ST010",2026-02-22,39,14.64,"Gagal",0
"TRX01263","ST010",2026-04-14,34,20.67,"Selesai",51675
"TRX01264","ST003",2026-03-07,49,33.32,"Selesai",83300
"TRX01265","ST006",2026-05-28,27,27.51,"Gagal",0
"TRX01266","ST002",2026-05-23,51,17.15,"Gagal",0
"TRX01267","ST008",2026-04-22,54,38.18,"Selesai",95450
"TRX01268","ST002",2026-04-21,20,24.2,"Selesai",60500
"TRX01269","ST008",2026-03-15,67,7.51,"Selesai",18775
"TRX01270","ST001",2026-06-13,59,31.32,"Selesai",78300
"TRX01271","ST003",2026-04-11,66,24.62,"Selesai",61550
"TRX01272","ST010",2026-03-27,48,28.39,"Selesai",70975
"TRX01273","ST003",2026-03-20,79,48.18,"Gagal",0
"TRX01274","ST006",2026-05-19,57,50.81,"Selesai",127025
"TRX01275","ST010",2026-04-28,49,35.99,"Selesai",89975
"TRX01276","ST007",2026-04-20,45,45.39,"Selesai",113475
"TRX01277","ST003",2026-02-09,29,25.45,"Gagal",0
