"id_stasiun","tanggal","total_sesi","total_kwh","total_pendapatan","nama_stasiun","jumlah_charger","utilisasi_persen"
"ST009",2026-03-06,1,43.4,108500,"Green Charge Cibubur",8,0.52
"ST009",2026-03-08,1,15.07,37675,"Green Charge Cibubur",8,0.52
"ST009",2026-03-09,2,95.6,239000,"Green Charge Cibubur",8,1.04
"ST009",2026-03-10,1,45.47,113675,"Green Charge Cibubur",8,0.52
"ST009",2026-03-12,1,21.47,53675,"Green Charge Cibubur",8,0.52
"ST009",2026-03-13,1,58.16,145400,"Green Charge Cibubur",8,0.52
"ST009",2026-03-14,1,11.38,28450,"Green Charge Cibubur",8,0.52
"ST009",2026-03-15,1,24.06,60150,"Green Charge Cibubur",8,0.52
"ST009",2026-03-16,2,105.22,263050,"Green Charge Cibubur",8,1.04
"ST009",2026-03-17,1,48.18,120450,"Green Charge Cibubur",8,0.52
"ST009",2026-03-20,1,45.06,112650,"Green Charge Cibubur",8,0.52
"ST009",2026-03-23,2,60.88,152200,"Green Charge Cibubur",8,1.04
"ST009",2026-03-26,1,13.19,32975,"Green Charge Cibubur",8,0.52
"ST009",2026-03-28,1,54.25,135625,"Green Charge Cibubur",8,0.52
"ST009",2026-03-29,1,10.45,26125,"Green Charge Cibubur",8,0.52
"ST009",2026-03-31,2,94.66,236650,"Green Charge Cibubur",8,1.04
"ST009",2026-04-01,1,52.49,131225,"Green Charge Cibubur",8,0.52
"ST009",2026-04-05,2,37.51,93775,"Green Charge Cibubur",8,1.04
"ST009",2026-04-08,1,46.66,116650,"Green Charge Cibubur",8,0.52
"ST009",2026-04-10,2,52.74,131850,"Green Charge Cibubur",8,1.04
"ST009",2026-04-15,1,42.07,105175,"Green Charge Cibubur",8,0.52
"ST009",2026-04-16,1,36.7,91750,"Green Charge Cibubur",8,0.52
"ST009",2026-04-17,1,26.37,65925,"Green Charge Cibubur",8,0.52
"ST009",2026-04-18,1,31.94,79850,"Green Charge Cibubur",8,0.52
"ST009",2026-04-21,1,42.15,105375,"Green Charge Cibubur",8,0.52
"ST009",2026-04-22,1,36.49,91225,"Green Charge Cibubur",8,0.52
"ST009",2026-04-23,1,38.39,95975,"Green Charge Cibubur",8,0.52
"ST009",2026-04-26,1,35.96,89900,"Green Charge Cibubur",8,0.52
"ST009",2026-04-27,3,65.24,163100,"Green Charge Cibubur",8,1.56
"ST009",2026-05-07,1,49.15,122875,"Green Charge Cibubur",8,0.52
"ST009",2026-05-08,1,25.22,63050,"Green Charge Cibubur",8,0.52
"ST009",2026-05-09,1,51.38,128450,"Green Charge Cibubur",8,0.52
"ST009",2026-05-10,1,52.03,130075,"Green Charge Cibubur",8,0.52
"ST009",2026-05-11,1,38.25,95625,"Green Charge Cibubur",8,0.52
"ST009",2026-05-14,1,30.69,76725,"Green Charge Cibubur",8,0.52
"ST009",2026-05-15,2,41.07,102675,"Green Charge Cibubur",8,1.04
"ST009",2026-05-17,2,49.28,123200,"Green Charge Cibubur",8,1.04
"ST009",2026-05-20,3,109.87,274675,"Green Charge Cibubur",8,1.56
"ST009",2026-05-22,1,7.88,19700,"Green Charge Cibubur",8,0.52
"ST009",2026-05-23,1,32.15,80375,"Green Charge Cibubur",8,0.52
"ST009",2026-05-24,1,25.94,64850,"Green Charge Cibubur",8,0.52
"ST009",2026-05-25,1,55.67,139175,"Green Charge Cibubur",8,0.52
"ST009",2026-05-28,1,30.4,76000,"Green Charge Cibubur",8,0.52
"ST009",2026-05-30,2,74.98,187450,"Green Charge Cibubur",8,1.04
"ST009",2026-06-03,1,40.95,102375,"Green Charge Cibubur",8,0.52
"ST009",2026-06-05,2,99.39,248475,"Green Charge Cibubur",8,1.04
"ST009",2026-06-06,1,10.07,25175,"Green Charge Cibubur",8,0.52
"ST009",2026-06-09,1,10.72,26800,"Green Charge Cibubur",8,0.52
"ST009",2026-06-20,1,46.38,115950,"Green Charge Cibubur",8,0.52
"ST009",2026-06-22,1,47.71,119275,"Green Charge Cibubur",8,0.52
"ST009",2026-06-30,1,44.14,110350,"Green Charge Cibubur",8,0.52
"ST010",2026-01-01,2,44.06,110150,"Green Charge Bekasi",10,0.83
"ST010",2026-01-02,2,71.24,178100,"Green Charge Bekasi",10,0.83
"ST010",2026-01-08,1,35.99,89975,"Green Charge Bekasi",10,0.42
"ST010",2026-01-09,1,44.2,110500,"Green Charge Bekasi",10,0.42
"ST010",2026-01-12,1,45.09,112725,"Green Charge Bekasi",10,0.42
"ST010",2026-01-14,2,71.54,178850,"Green Charge Bekasi",10,0.83
"ST010",2026-01-20,1,17.64,44100,"Green Charge Bekasi",10,0.42
"ST010",2026-01-23,1,19.56,48900,"Green Charge Bekasi",10,0.42
"ST010",2026-01-28,2,89.45,223625,"Green Charge Bekasi",10,0.83
"ST010",2026-02-01,1,53.72,134300,"Green Charge Bekasi",10,0.42
"ST010",2026-02-04,1,16.64,41600,"Green Charge Bekasi",10,0.42
"ST010",2026-02-05,2,91.96,229900,"Green Charge Bekasi",10,0.83
"ST010",2026-02-06,1,40.64,101600,"Green Charge Bekasi",10,0.42
"ST010",2026-02-08,1,36.11,90275,"Green Charge Bekasi",10,0.42
"ST010",2026-02-09,1,41.7,104250,"Green Charge Bekasi",10,0.42
"ST010",2026-02-10,1,52.69,131725,"Green Charge Bekasi",10,0.42
"ST010",2026-02-12,2,45.67,114175,"Green Charge Bekasi",10,0.83
"ST010",2026-02-13,1,10.28,25700,"Green Charge Bekasi",10,0.42
"ST010",2026-02-17,1,18.46,46150,"Green Charge Bekasi",10,0.42
"ST010",2026-02-22,1,47.72,119300,"Green Charge Bekasi",10,0.42
"ST010",2026-02-24,3,73.17,182925,"Green Charge Bekasi",10,1.25
"ST010",2026-02-26,1,7.6,19000,"Green Charge Bekasi",10,0.42
"ST010",2026-02-27,2,64.7,161750,"Green Charge Bekasi",10,0.83
"ST010",2026-02-28,1,50.13,125325,"Green Charge Bekasi",10,0.42
"ST010",2026-03-03,1,5.43,13575,"Green Charge Bekasi",10,0.42
"ST010",2026-03-04,2,31.24,78100,"Green Charge Bekasi",10,0.83
"ST010",2026-03-07,1,22.65,56625,"Green Charge Bekasi",10,0.42
"ST010",2026-03-08,1,44.99,112475,"Green Charge Bekasi",10,0.42
"ST010",2026-03-11,1,27.47,68675,"Green Charge Bekasi",10,0.42
"ST010",2026-03-12,1,16.65,41625,"Green Charge Bekasi",10,0.42
"ST010",2026-03-13,1,30.81,77025,"Green Charge Bekasi",10,0.42
"ST010",2026-03-14,1,19.97,49925,"Green Charge Bekasi",10,0.42
"ST010",2026-03-18,1,53.86,134650,"Green Charge Bekasi",10,0.42
"ST010",2026-03-21,1,53.99,134975,"Green Charge Bekasi",10,0.42
"ST010",2026-03-26,1,17.67,44175,"Green Charge Bekasi",10,0.42
"ST010",2026-03-27,1,28.39,70975,"Green Charge Bekasi",10,0.42
"ST010",2026-03-28,1,57.71,144275,"Green Charge Bekasi",10,0.42
"ST010",2026-03-29,1,21.39,53475,"Green Charge Bekasi",10,0.42
"ST010",2026-04-01,3,40.09,100225,"Green Charge Bekasi",10,1.25
"ST010",2026-04-04,2,84.46,211150,"Green Charge Bekasi",10,0.83
"ST010",2026-04-06,1,58.29,145725,"Green Charge Bekasi",10,0.42
"ST010",2026-04-12,1,56.38,140950,"Green Charge Bekasi",10,0.42
"ST010",2026-04-14,1,20.67,51675,"Green Charge Bekasi",10,0.42
"ST010",2026-04-19,1,33.68,84200,"Green Charge Bekasi",10,0.42
"ST010",2026-04-21,1,35.98,89950,"Green Charge Bekasi",10,0.42
"ST010",2026-04-28,1,35.99,89975,"Green Charge Bekasi",10,0.42
"ST010",2026-04-30,1,20.68,51700,"Green Charge Bekasi",10,0.42
"ST010",2026-05-03,1,19.48,48700,"Green Charge Bekasi",10,0.42
"ST010",2026-05-04,1,23.53,58825,"Green Charge Bekasi",10,0.42
"ST010",2026-05-08,1,13.57,33925,"Green Charge Bekasi",10,0.42
"ST010",2026-05-11,1,27.48,68700,"Green Charge Bekasi",10,0.42
"ST010",2026-05-12,1,32.78,81950,"Green Charge Bekasi",10,0.42
"ST010",2026-05-13,1,21.48,53700,"Green Charge Bekasi",10,0.42
"ST010",2026-05-18,2,33.95,84875,"Green Charge Bekasi",10,0.83
"ST010",2026-05-20,1,10.31,25775,"Green Charge Bekasi",10,0.42
"ST010",2026-05-23,1,34.4,86000,"Green Charge Bekasi",10,0.42
"ST010",2026-05-28,1,8.16,20400,"Green Charge Bekasi",10,0.42
"ST010",2026-05-31,1,34.85,87125,"Green Charge Bekasi",10,0.42
"ST010",2026-06-06,1,46.09,115225,"Green Charge Bekasi",10,0.42
"ST010",2026-06-10,1,42.89,107225,"Green Charge Bekasi",10,0.42
"ST010",2026-06-11,1,30.79,76975,"Green Charge Bekasi",10,0.42
"ST010",2026-06-14,2,77.81,194525,"Green Charge Bekasi",10,0.83
"ST010",2026-06-19,1,50.56,126400,"Green Charge Bekasi",10,0.42
"ST010",2026-06-23,1,56.79,141975,"Green Charge Bekasi",10,0.42
"ST010",2026-06-24,1,24.94,62350,"Green Charge Bekasi",10,0.42
"ST010",2026-06-28,1,24.01,60025,"Green Charge Bekasi",10,0.42
"ST010",2026-06-30,1,47.81,119525,"Green Charge Bekasi",10,0.42
